id,time,activityrecognition#0,activityrecognition#1,android.sensor.accelerometer#mean,android.sensor.accelerometer#min,android.sensor.accelerometer#max,android.sensor.accelerometer#std,android.sensor.game_rotation_vector#mean,android.sensor.game_rotation_vector#min,android.sensor.game_rotation_vector#max,android.sensor.game_rotation_vector#std,android.sensor.gravity#mean,android.sensor.gravity#min,android.sensor.gravity#max,android.sensor.gravity#std,android.sensor.gyroscope#mean,android.sensor.gyroscope#min,android.sensor.gyroscope#max,android.sensor.gyroscope#std,android.sensor.gyroscope_uncalibrated#mean,android.sensor.gyroscope_uncalibrated#min,android.sensor.gyroscope_uncalibrated#max,android.sensor.gyroscope_uncalibrated#std,android.sensor.light#mean,android.sensor.light#min,android.sensor.light#max,android.sensor.light#std,android.sensor.linear_acceleration#mean,android.sensor.linear_acceleration#min,android.sensor.linear_acceleration#max,android.sensor.linear_acceleration#std,android.sensor.magnetic_field#mean,android.sensor.magnetic_field#min,android.sensor.magnetic_field#max,android.sensor.magnetic_field#std,android.sensor.magnetic_field_uncalibrated#mean,android.sensor.magnetic_field_uncalibrated#min,android.sensor.magnetic_field_uncalibrated#max,android.sensor.magnetic_field_uncalibrated#std,android.sensor.orientation#mean,android.sensor.orientation#min,android.sensor.orientation#max,android.sensor.orientation#std,android.sensor.pressure#mean,android.sensor.pressure#min,android.sensor.pressure#max,android.sensor.pressure#std,android.sensor.proximity#mean,android.sensor.proximity#min,android.sensor.proximity#max,android.sensor.proximity#std,android.sensor.rotation_vector#mean,android.sensor.rotation_vector#min,android.sensor.rotation_vector#max,android.sensor.rotation_vector#std,android.sensor.step_counter#mean,android.sensor.step_counter#min,android.sensor.step_counter#max,android.sensor.step_counter#std,sound#mean,sound#min,sound#max,sound#std,speed#mean,speed#min,speed#max,speed#std,target,user
12177,234,,100,9.864564603,9.554662882,10.3433459,0.114261228,0.783412281,0.779935421,0.795632958,0.005568776,9.806559054,9.806559054,9.806559054,1.32E-05,0.131283457,0.131283457,0.131283457,0.003330783,0.067150734,0.067150734,0.067150734,1.161836035,135,135,135,,0.071747333,0.071747333,0.071747333,0.28983415,47.16911149,46.55616568,47.7820573,0.866836281,236.9326859,236.9326859,236.9326859,2.386909132,181.20865,180.4460994,182.8177304,0.983991459,,,,,,,,,0.999972633,0.999952701,0.999997206,2.26E-05,9242,9242,9242,,70.57062121,70.57062121,70.57062121,7.974878399,0,0,0,,Still,U10
4758,135,,23,9.446526844,8.90104806,10.01336463,0.317446077,0.998855983,0.998771518,0.999039573,8.25E-05,9.806649975,9.806649242,9.806650578,3.56E-07,0.022525384,0.005361722,0.058538724,0.013113601,0.04490858,0.02881993,0.072205271,0.017258897,88,87,89,1.414213562,0.411267163,0.180851619,1.126611434,0.35382937,98.01576207,92.43790541,103.8126323,4.212702369,138.8889849,138.8889849,138.8889849,1.069549448,196.7141999,196.6531626,196.7717426,0.052250311,,,,,,,,,0.989397875,0.989045802,0.990213199,0.000436269,,,,,89.79213933,89.79213933,89.79213933,0.037445572,,,,,Train,U1
9972,11,,100,9.365727324,3.758711875,13.72480981,2.508426729,0.69353597,0.69353597,0.69353597,0.00328833,9.80663777,9.806634446,9.806641093,4.70E-06,0.296977565,0.049531932,0.770731878,0.231980726,0.334016276,0.057652363,0.790935754,0.226773028,1,1,1,,0.39853954,0.39853954,0.39853954,,83.2924911,83.11630544,83.46867676,0.249164148,105.6775284,105.6775284,105.6775284,6.274139561,349.5343859,346.5654468,351.7602469,1.74726884,1021.45215,1021.45215,1021.45215,,,,,,0.578431444,0.578431444,0.578431444,0.009703505,,,,,85.03130447,85.03130447,85.03130447,7.035722179,6.965024,6.965024,6.965024,0.204413964,Car,U13
1937,563,,100,9.932077713,9.608102271,10.20423155,0.145971591,0.301756901,0.299379876,0.303967945,0.001951304,9.80665013,9.806649938,9.806650496,1.79E-07,0.017878648,0.004633901,0.057902512,0.012215627,0.03350592,0.031193911,0.036579279,0.002350332,4.5,1,8,4.949747468,0.534977246,0.225468109,0.725922695,0.270474969,53.63998868,52.75696491,54.83120255,0.798738033,156.9362095,156.7519216,157.1204974,0.260622466,333.7978719,329.0025618,338.9213051,4.967505978,,,,,,,,,0.329745121,0.305658527,0.372181427,0.023358269,,,,,89.76378507,89.70846558,89.81910456,0.078233577,9.5,9.5,9.5,,Car,U1
18258,7,,100,9.826201015,8.522106239,11.36447368,0.389263437,0.414550152,0.397585803,0.431514501,0.023991213,9.806644752,9.806644752,9.806644752,,0.029334805,0.028126348,0.030543262,0.001709016,0.102843298,0.102843298,0.102843298,0.046960853,,,,,1.36007825,1.36007825,1.36007825,0.480023451,44.63339557,44.63339557,44.63339557,0.250899423,164.1699829,164.1699829,164.1699829,0.26657206,218.6871471,218.6871471,218.6871471,,,,,,0,0,0,,0.964534722,0.964534722,0.964534722,0.016306794,,,,,78.50624183,78.50624183,78.50624183,0.727791429,2.6472714,2.6472714,2.6472714,0.463508424,Bus,U7
3304,30,,100,10.18086734,10.1604826,10.1983758,0.013581181,0.995052764,0.995039056,0.995078823,1.45E-05,9.806650055,9.806649643,9.806650622,3.80E-07,0.006378032,0.002490223,0.012354881,0.002531852,0.034454009,0.029251596,0.039222242,0.003270113,5,5,5,,0.0207046,0.008917249,0.029262323,0.008709555,42.08702357,41.56333449,42.8981275,0.472455912,100.1559824,99.77634641,100.4220175,0.337493173,238.466075,238.4526676,238.4794825,0.018960991,,,,,,,,,0.989800013,0.989766282,0.989846314,3.05E-05,,,,,80.62089433,80.62089433,80.62089433,,,,,,Still,U1
11660,32,,54,9.709153021,9.183982831,10.57302469,0.298172238,0.779378918,0.763048696,0.796032409,0.008233283,9.806545566,9.806545566,9.806545566,2.02E-05,0.251735071,0.246238566,0.257231575,0.007773231,0.076223645,0.040667294,0.111779995,0.050284273,2,2,2,,0.10104854,0.032270884,0.169826195,0.097266294,39.35083584,39.35083584,39.35083584,4.403479814,263.2626954,261.7370833,265.2420107,1.79597156,70.72800784,66.55149209,73.61612527,2.210563655,,,,,,,,,0.582883063,0.578187394,0.587578732,0.006640679,,,,,84.4749283,84.41888953,84.53096708,0.079250796,0.993526,0.993526,0.993526,,Still,U10
2324,37,,100,9.528491943,9.0519519,9.987013936,0.312273768,0.780513519,0.773229189,0.785057156,0.005474934,9.806650123,9.806649435,9.806650586,3.55E-07,0.108372343,0.009608555,0.959588476,0.189651912,0.209903331,0.035575738,0.761539345,0.229774086,,,,,0.65852092,0.224795689,1.031575634,0.406797436,105.9522782,104.7490985,108.3432306,1.353424713,87.49711796,86.15788326,88.83635265,1.893963864,236.3311859,234.2632022,239.1536222,1.850300845,,,,,,,,,0.903642052,0.89745509,0.908650254,0.004866431,,,,,89.75435982,89.75435982,89.75435982,0.025711921,17.75,17.75,17.75,,Car,U1
18169,20,,100,10.09849406,4.184304743,20.96536867,4.496925603,0.813853583,0.813853583,0.813853583,0.017401499,9.806630861,9.806630861,9.806630861,7.03E-06,1.936650541,0.678904506,3.5498734,1.213517578,2.253986948,0.880997528,4.452186446,1.143073534,0,0,0,,6.589221631,6.589221631,6.589221631,2.478024753,40.30161287,40.30161287,40.30161287,1.827060932,105.7735831,105.7735831,105.7735831,10.02271169,178.2749318,62.1331837,365.1580379,116.189428,,,,,,,,,0.998301852,0.998301852,0.998301852,0.024792568,,,,,,,,,,,,,Walking,U12
3498,224,,100,10.19246377,10.08524721,10.25111884,0.054377099,0.991040984,0.986502682,0.994667649,0.003507948,9.806650322,9.806649977,9.806650733,2.60E-07,0.088144367,0.008181956,0.393253255,0.107638935,0.07135945,0.034081973,0.142784269,0.045248904,5,5,5,,0.128744857,0.043067176,0.251551077,0.07683481,41.92721668,41.22226903,42.96339709,0.713654713,102.6997432,98.4231694,107.1175102,4.600828329,216.8722287,216.4199601,217.3244972,0.639604328,,,,,,,,,0.99715201,0.996052479,0.999761569,0.001401778,,,,,69.34920219,69.34920219,69.34920219,1.805337429,,,,,Still,U1
7528,159,,83,9.899483559,6.762555023,15.59466885,2.839777908,0.92180631,0.9095801,0.93734455,0.009404759,9.806650337,9.806649405,9.806650914,4.08E-07,1.834563396,0.329424214,3.512055573,1.066838366,1.584286162,0.291985584,3.272676588,1.015249085,1,1,1,,12.09295099,3.905136101,33.60487216,9.94345623,43.13707519,41.27606232,44.3515589,1.15166065,125.0978862,121.2183477,134.1367039,6.076565817,299.5378557,290.6124642,305.3174209,6.330849984,,,,,,,,,0.761913388,0.687126181,0.855705945,0.051060522,1490,1490,1490,,89.79579577,89.79579577,89.79579577,0.052428386,1.125,1,1.25,0.176776695,Walking,U1
1204,238,,100,9.764914019,8.099911664,11.17852604,0.73941808,0.997470063,0.997161842,0.998074565,0.00041018,9.80665036,9.806650156,9.806650744,3.33E-07,0.027931444,0.005971842,0.060281793,0.014852824,0.042840852,0.033202947,0.051397142,0.009649437,58,58,58,16.52018967,0.168623005,0.168623005,0.168623005,0.487024632,79.53504538,78.25510707,80.92702298,0.976130401,168.3813863,165.517134,170.3188851,2.531473359,37.93941234,37.78568196,38.13315105,0.177155842,,,,,,,,,0.339335164,0.335829198,0.342841129,0.004958184,,,,,,,,,33.875,33.75,34,0.176776695,Car,U1
16735,74,,100,9.840979637,9.814481615,9.867058275,0.013050549,0.260766137,0.260766137,0.260766137,3.89E-05,9.806649948,9.806649948,9.806649948,2.18E-07,0.001668608,0.001065265,0.003195794,0.000685684,0.015878763,0.013724972,0.018234391,0.00097501,8,8,8,0.707106781,0.016455381,0.016455381,0.016455381,0.007074035,45.10975504,45.10975504,45.10975504,0.114602359,21.46671843,21.46671843,21.46671843,0.07021619,209.8414343,209.057682,210.4263384,0.452031579,1005.67993,1005.67993,1005.67993,,,,,,0.9653315,0.9653315,0.9653315,0.000124915,,,,,,,,,0,0,0,0,Still,U12
16871,40,,100,9.821241691,9.765503544,9.880349274,0.023715294,0.603619201,0.603501318,0.60380508,0.000136543,9.80665089,9.80665089,9.80665089,2.38E-07,0.001690059,0.001065265,0.003195794,0.000791429,0.016216834,0.013724972,0.018358436,0.001198259,2,2,2,,0.031281214,0.005374033,0.057188396,0.036638288,28.80390214,28.51192829,29.095876,0.412913382,45.7364202,45.7364202,45.7364202,0.581725382,124.5686608,123.7868904,125.1867069,0.355015942,1006.011,1006.011,1006.011,,,,,,0.885836771,0.885836771,0.885836771,0.010727711,,,,,,,,,,,,,Still,U12
11656,28,,54,9.730397471,9.050715907,11.00343445,0.295130633,0.72354407,0.715147081,0.736945652,0.008057864,9.806548481,9.806548481,9.806548481,1.88E-05,0.270307147,0.044572237,0.412518147,0.140345521,0.134245889,0.134245889,0.134245889,0.084074013,2,2,2,,0.127391459,0.110974678,0.14380824,0.023216834,40.40043703,40.40043703,40.40043703,4.403479814,261.406584,259.3106321,262.8696876,1.862012827,65.95051586,62.69672479,69.19591679,1.722855365,,,,,,,,,0.538070382,0.529355684,0.54678508,0.012324444,,,,,84.13318985,83.70970983,84.35809748,0.366980758,0.993526,0.993526,0.993526,,Still,U10
18808,63,,100,9.714569983,9.118590204,10.10302275,0.254989455,0.35609699,0.35609699,0.35609699,0.00041042,9.806648546,9.806648546,9.806648546,2.22E-07,0.020230254,0.002992616,0.104191476,0.029359452,0.107102747,0.022058918,0.235112497,0.08801194,45,45,45,,0.044141325,0.044141325,0.044141325,0.002747216,112.0937005,111.7108329,112.4943554,0.183731279,172.3774654,172.1129284,172.593424,0.222203607,332.9658033,332.9658033,332.9658033,0.190480015,1037.564813,1037.5503,1037.5757,0.010613931,,,,,0.281466687,0.281466687,0.281466687,0.002474822,,,,,69.72577522,69.72577522,69.72577522,3.605398291,,,,,Train,U7
6597,70,,100,8.534806608,3.979284087,14.53978287,3.697971015,0.983593332,0.965434075,0.990452818,0.010390431,9.806650219,9.806649445,9.80665121,4.95E-07,1.244050107,0.275583802,3.037638313,0.813041533,1.285617279,0.464908487,2.392306902,0.661845432,4.5,3,6,2.121320344,5.794448333,3.766178918,9.028083263,2.830475023,47.13065746,46.34892361,48.10808092,0.859782799,142.670625,142.670625,142.670625,0.258288069,381.3984623,381.3984623,381.3984623,103.6818092,,,,,5,5,5,,0.958244699,0.916672111,0.981473835,0.021812278,1201,1201,1201,,89.75972662,89.75972662,89.75972662,,1.5,1.5,1.5,,Walking,U1
432,41,,100,10.02564492,9.754750912,10.66852521,0.272659906,0.900078904,0.890403548,0.914165721,0.008485358,9.806650171,9.806649603,9.806650717,3.40E-07,0.029667163,0.004118884,0.131832193,0.031923552,0.051274126,0.031651753,0.103475319,0.02700697,,,,,0.413857487,0.061692376,0.878328422,0.360750857,38.48345953,37.77067034,39.63479521,0.704446056,130.262964,130.262964,130.262964,0.520237858,291.0744089,275.3719393,306.7768785,22.20664547,,,,,,,,,0.977050842,0.97613814,0.978160291,0.000661843,,,,,88.9821194,88.25861417,89.70562464,1.023190914,,,,,Bus,U1
11234,75,,92,9.764391072,9.312685111,10.01407086,0.127722181,0.656991572,0.610942464,0.676721608,0.021456166,9.806542275,9.806542275,9.806542275,1.68E-05,0.076397984,0.01947118,0.137931159,0.059364178,0.710826682,0.710826682,0.710826682,1.211782354,27,27,27,,0.088376749,0.088376749,0.088376749,0.194248033,51.56416664,51.56416664,51.56416664,0.874145457,263.6011277,260.3232741,266.8789812,4.63558498,206.4283002,201.9047571,208.3660581,1.393599688,,,,,,,,,0.991817331,0.990695517,0.992306067,0.000756439,,,,,57.65049076,57.65049076,57.65049076,0.854010318,0.90623474,0.90623474,0.90623474,,Still,U10
22001,19,,100,10.41210505,5.053768946,18.95147507,3.328673217,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.39755612,67.29852068,77.49659156,7.211125076,2.236068,2.236068,2.236068,0,Walking,U6
1869,495,,100,9.93558184,9.247339274,10.4860867,0.272532111,0.358190088,0.352502159,0.362436674,0.005121694,9.806650038,9.806649624,9.806650439,2.41E-07,0.021603599,0.006106605,0.039251721,0.008664734,0.036364362,0.021670306,0.053446789,0.016022311,4.5,1,8,4.949747468,0.350339794,0.253826098,0.464318921,0.098797273,55.86406544,54.55031051,57.54073736,0.908416872,165.5669507,164.7096143,166.424287,1.212456716,52.40678474,48.6610991,55.41727131,3.437565122,,,,,,,,,0.458173726,0.406805045,0.490975465,0.035374905,,,,,86.66733311,86.66733311,86.66733311,1.548786831,0,0,0,,Car,U1
8219,517,,51,10.07268573,10.00607058,10.13930088,0.094208051,0.770167658,0.758804376,0.780871887,0.011523739,9.806650167,9.806649773,9.806650454,2.30E-07,0.248017646,0.023583291,1.120679084,0.307637554,0.350948892,0.112212492,0.630168255,0.237882702,2,2,2,0.707106781,1.339542833,0.126053647,4.398083142,1.770367554,36.0005738,36.0005738,36.0005738,1.771099979,92.31875952,91.85369736,92.78382169,0.657697216,274.7933625,256.1269555,285.1143091,16.1957309,,,,,5,5,5,,0.953037824,0.935268282,0.964674322,0.012424282,6096,6096,6096,,89.76592281,89.75040321,89.78144242,0.021948034,0,0,0,,Walking,U1
20964,46,,75,9.681336618,8.906632314,10.55118523,0.412846612,0.939598303,0.939292307,0.939904299,0.000432744,9.806640161,9.806640161,9.806640161,2.26E-07,0.049305781,0.006737324,0.082163599,0.031913168,0.042977389,0.013724972,0.09978293,0.025931937,4243,4243,4243,,0.412780153,0.412780153,0.412780153,1.877071139,35.15571966,35.02284968,35.28356596,0.108285365,79.38888671,79.15181809,79.51314395,0.205387196,103.0033459,99.85882552,110.0244887,2.112743144,998.66235,998.66235,998.66235,,,,,,0.777502069,0.768999815,0.786004323,0.012024002,,,,,82.26147787,82.26147787,82.26147787,1.616049019,17.697832,17.697832,17.697832,,Car,U11
19919,260,,5,11.06894917,9.764512915,14.0281256,1.283204078,0.943836368,0.936799109,0.956021332,0.010594698,9.806651335,9.806651181,9.806651599,2.30E-07,0.615398648,0.051964659,2.02835837,0.655962204,0.778458255,0.320856788,1.253073458,0.441447466,,,,,1.721314412,1.721314412,1.721314412,0.852303664,39.0611583,34.09000382,44.51802357,3.797038874,53.45585342,36.37886577,66.91254787,13.3823508,258.0203182,166.1955301,308.5968761,62.91608008,1011.9184,1011.9184,1011.9184,0.006604377,,,,,0.955201995,0.955201995,0.955201995,0.030967611,29514,29514,29514,,77.06422669,77.06422669,77.06422669,4.549349099,1.19105,1.19105,1.19105,,Walking,U3
13525,604,,100,9.69054913,9.654372895,9.729916033,0.017070325,,,,,,,,,,,,,,,,,33.5,33,34,0.707106781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.30765703,49.30765703,49.30765703,1.006611253,0,0,0,0,Car,U8
11663,35,,54,9.730385086,9.322400078,10.22104198,0.136865673,0.796485876,0.787415975,0.809454214,0.006638098,9.806583179,9.80657184,9.806594519,1.60E-05,0.069720635,0.026486487,0.148554589,0.055340377,0.085759301,0.04752202,0.11155276,0.033780474,2,2,2,,0.180260256,0.180260256,0.180260256,0.097266294,41.39798267,41.39798267,41.39798267,4.403479814,264.7303832,264.7303832,264.7303832,0.37048547,72.7122133,70.63970244,74.83758481,1.1360354,,,,,,,,,0.595625363,0.592118371,0.599132354,0.004959635,,,,,84.38232736,84.27088637,84.49376835,0.157601358,0,0,0,,Still,U10
18321,70,,85,9.807533518,7.432048534,12.13672291,0.782634049,0.684223903,0.684223903,0.684223903,0.005242429,9.806644113,9.806641808,9.806646419,3.26E-06,0.081169262,0.081169262,0.081169262,0.014870157,0.064036473,0.046377506,0.078429008,0.013909381,0,0,0,,0.2435461,0.2435461,0.2435461,0.018939566,45.60164927,45.10709479,46.09620375,0.699405655,168.4896239,168.4896239,168.4896239,0.223582758,294.7285945,294.6752797,294.7819093,0.075398493,1042.867,1042.867,1042.867,,0,0,0,,0.670535992,0.670535992,0.670535992,0.00328185,,,,,85.89417316,85.89417316,85.89417316,0.427768714,9.091069,9.091069,9.091069,0,Bus,U7
416,25,,100,9.395328146,6.341007524,10.90868351,1.242317396,0.944918717,0.936083322,0.949771817,0.004684725,9.806650267,9.806649859,9.806650683,2.43E-07,0.244124974,0.04028071,0.720540399,0.200234337,0.198893363,0.117703048,0.351197463,0.13199541,,,,,2.437621649,1.337162058,4.13675811,1.492730722,38.25084679,36.97123201,39.49545934,0.918284421,128.6618361,128.6618361,128.6618361,0.303623241,299.9953265,299.9953265,299.9953265,4.454998484,,,,,,,,,0.976778155,0.973136983,0.978124624,0.001541828,,,,,89.77665269,89.77665269,89.77665269,0.016555672,,,,,Bus,U1
8292,69,,100,9.668009965,4.853963149,15.96645755,3.597504745,0.766797692,0.692695355,0.83837448,0.054428431,9.806650134,9.806649388,9.806650804,4.56E-07,1.429345767,0.383322389,3.176449465,0.815008911,1.540064994,0.394781194,3.084528364,1.016583227,,,,,4.146328983,2.037785468,6.379497817,1.798413931,45.52065121,44.6569053,46.25246254,0.714204501,160.9729826,158.2289534,163.7170119,3.880643376,190.4810937,184.7357016,194.0144522,4.010609095,,,,,,,,,0.953692188,0.943251633,0.961286617,0.00751095,542,542,542,,89.68884415,89.68884415,89.68884415,0.007617428,0.75,0.75,0.75,,Walking,U1
20740,156,,85,9.857332935,9.419976282,10.54038079,0.25097248,0.632117418,0.564460617,0.748830108,0.101503141,9.806644375,9.806642354,9.806646397,2.86E-06,0.161340102,0.043921976,0.515731038,0.159636304,0.284680089,0.054505743,0.662057366,0.214435627,1440,1440,1440,,0.626377088,0.528575697,0.724178479,0.138312053,9.218459741,9.218459741,9.218459741,1.019784331,58.85902293,58.23409844,59.48394741,0.883776686,106.6776292,72.16403009,165.1818254,36.14616917,1006.3386,1006.3386,1006.3386,,,,,,0.690474247,0.576666004,0.94028543,0.137423214,,,,,76.33410367,76.33410367,76.33410367,1.837346579,13.20201,13.20201,13.20201,0.110293809,Car,U11
21425,52,,46,9.774353262,8.592087671,11.84206933,0.607952664,,,,,,,,,,,,,,,,,305,305,305,93.33809512,,,,,,,,,,,,,,,,,,,,,100,100,100,,,,,,,,,,72.582073,72.582073,72.582073,1.161554693,20.5,20.5,20.5,0.353553391,Car,U6
